ACCESSION_NUMBER	ID	ISSUER	ISSUERSIGNATURE	ISSUERTITLE
0001676570-16-000004	1	SharkStopper, Inc.	/s/ Brian Wynne	CEO
0001676480-16-000001	1	Brewer's Table - East Austin, LLC	Ali Sabzevari	Manager
0001676570-16-000001	1	SharkStopper, Inc.	/s/ Brian Wynne	CEO
0001670254-16-000066	1	Spotlight:Girls	Lynn Johnson	CEO
0001677405-16-000002	1	Content Launch Solutions, Inc.	/s/ Jon Wuebben	CEO/CFO
0001670254-16-000065	1	Kindred Brands, Inc.	Andy Fox	CEO
0001670254-16-000062	1	Spotlight:Girls	Lynn Johnson	CEO
0001670254-16-000059	1	Hawaiian Ola Brewing Corporation	Brett Jacobson	Founder/CEO
0001676918-16-000001	1	Allen Hydro Energy Corp (AHEC)	Charles E Campbell	Founder & CEO
0001625242-16-000115	1	PopSLATE Media Inc	/s/ Yashar Behzadi	CEO
0001625242-16-000114	1	BYS Daily Inc	/s/ Ryan Huss	COO
0001677405-16-000001	1	Content Launch Solutions, Inc.	/s/ Jon Wuebben	CEO
0001674421-16-000010	1	Bloomery Investment Holdings, LLC	Linda S. Losey	Manager and Member
0001674421-16-000008	1	Bloomery Investment Holdings, LLC	Linda S. Losey	Member and Manager
0001670254-16-000058	1	Proof of Concept, LLC	Joshua E Morton	President
0001674180-16-000006	1	Native Hostel Austin LLC	Michael Dickson	President
0001665160-16-000078	1	Pipeline Sports Network, Inc.	Matthew Papish	Founder / CEO
0001670254-16-000056	1	Hops and Grain Production, LLC	Josh Hare	Founder/CEO
0001675554-16-000003	1	Vigilante Gaming Bar, LLC	Preston Swincher	CEO
0001625242-16-000081	1	Bomboard LLC	/s/ Anders Stubkjaer	COO/CFO
0001675554-16-000001	1	Vigilante Gaming Bar, LLC	Preston Swincher	CEO
0001670254-16-000055	1	Hops and Grain Production, LLC	Josh Hare	Founder/CEO
0001674180-16-000005	1	Native Hostel Austin LLC	Michael R. Dickson	President
0001665160-16-000073	1	Pipeline Sports Network, Inc.	Matthew Papish	Founder and CEO
0001644600-16-000148	1	Stratifund, Inc.	Alex Thaler	Principal Executive Officer and Director
0001644600-16-000146	1	Stratifund, Inc.	Alex Thaler	Principal Executive Officer and Director
0001670254-16-000054	1	TAXA Biotechnologies Inc	Antony Evans	CEO
0001670254-16-000053	1	TAXA Biotechnologies Inc	Antony Evans	CEO
0001674180-16-000004	1	Native Hostel Austin LLC	Michael R. Dickson	President
0001625242-16-000040	1	BYS Daily Inc	/s/ Ryan Huss	COO
0001665160-16-000071	1	Graphic Armor, Inc.	Adam Glickman	CEO
0001625242-16-000032	1	PopSLATE Media Inc	/s/ Yashar Behzadi	CEO
0001625242-16-000025	1	Bomboard LLC	/s/ Anders Stubkjaer	COO/CFO
0001674421-16-000003	1	Bloomery Investment Holdings, LLC	Linda S. Losey	Member, Manager
0001445866-16-002207	1	G-RIDE INC.	/s/ Stephen M. Cutter Jr	CEO
0001670254-16-000052	1	Still Company Inc.	Christopher D Fisher	CEO
0001670254-16-000051	1	Sam Lee Laundry LLC	David Gluck	Managing Member
0001670254-16-000049	1	Cleveland Whiskey LLC	Tom Lix	CEO
0001670254-16-000047	1	Still Company Inc.	Christopher D Fisher	CEO
0001670254-16-000045	1	Shape Labs Inc.	Alexandre Wayenberg	President & CEO
0001670254-16-000044	1	investFeed Inc.	Ronald Chernesky	CEO
0001670254-16-000043	1	My Trail Company, PBC	Demetri Coupounas	President & CEO
0001665160-16-000070	1	TurtleWise, Inc.	Kevin Walker	Founder / CEO
0001670254-16-000042	1	SlingFin, Inc.	Martin Zemitis	President
0001665160-16-000069	1	qaZING, Inc.	Jason Garland	CEO
0001670254-16-000040	1	Rocket Innovations, Inc.	Joseph Lemay	CEO
0001670254-16-000037	1	EveryFit, Inc.	Sombit Mishra	CEO
0001670254-16-000035	1	Kibin, Inc.	Travis Biziorek	CEO
