ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001676570-16-000004	0		Offering Page images failed to upload. Attaching Offering Page images.	SharkStopper, Inc.	Corporation		DE	2016-05-11	1 MEADOWBROOK DRIVE		HUNTINGTON STATION	NY	11746	www.sharkstopper.com	FLASHFUNDERS SECURITIES, LLC	0001320303	008-66859	000134742
0001676480-16-000001	0			Brewer's Table - East Austin, LLC	Limited Liability Company		TX	2016-02-26	4715 East 5th St		AUSTIN	TX	78702	caskandcoal.com	NextSeed US LLC	0001667892	007-00023	283225
0001676570-16-000001	0			SharkStopper, Inc.	Corporation		DE	2016-05-11	1 MEADOWBROOK DRIVE		HUNTINGTON STATION	NY	11746	www.sharkstopper.com	FLASHFUNDERS SECURITIES, LLC	0001320303	008-66859	000134742
0001670254-16-000066	0		Include Articles of Incorporation and updated business plan	Spotlight:Girls	Corporation		CA	2012-10-09	671 63rd St		Oakland	CA	94609	http://spotlightgirls.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001677405-16-000002	1		Changes in offering terms associated with dates; Additional company disclosures made in definitive investment documents; Change to Disclosure Requirements (Short Term Debt adjusted); Change to shareholder name in Disclosure Questionnaire.	Content Launch Solutions, Inc.	Corporation		DE	2016-06-10	16935 WEST BERNARDO DRIVE	SUITE 170	SAN DIEGO	CA	92127	www.contentlaunch.com	FLASHFUNDERS SECURITIES, LLC	0001320303	008-66859	000134742
0001670254-16-000065	0			Kindred Brands, Inc.														
0001670254-16-000062	0			Spotlight:Girls	Corporation		CA	2012-10-09	671 63rd St		Oakland	CA	94609	http://spotlightgirls.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-16-000059	0			Hawaiian Ola Brewing Corporation	Corporation		HI	2015-12-22	89-1368 MAMALAHOA HWY		Captain Cook	HI	96704	http://www.hawaiianola.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001676918-16-000001	0			Allen Hydro Energy Corp (AHEC)	Corporation		OH	2010-02-20	7108 BENNELL DRIVE		REYNOLDSBURG	OH	43068	http://www.ahecEnergy.com	UFP, LLC	0001668380	007-00024	
0001625242-16-000115	1		EDGAR did not accept prior uploaded subscription agreement. Added company financials. Extended Deadline due to delayed escrow.	PopSLATE Media Inc	Corporation		DE	2012-10-27	1059 East Meadow Cirle		Palo Alto	CA	94303	www.popslate.com	Venture.co Brokerage Services LLC	0001625242	008-69560	173924
0001625242-16-000114	1		Edgar did not process initial uploads of the offering memorandum or subscription agreement. Updated typographical errors, added manager to signatory, and attached financial documentation. Extended deadline due to escrow delay.	BYS Daily. Inc.	Corporation		VA	2016-05-11	8045 Fareholm Drive	NA	Los Angeles	CA	90046	www.sydeapp.com	Venture.co Brokerage Services LLC	0001625242	008-69560	173924
0001677405-16-000001	0			Content Launch Solutions, Inc.	Corporation		DE	2016-06-10	16935 WEST BERNARDO DRIVE	SUITE 170	SAN DIEGO	CA	92127	www.contentlaunch.com	FLASHFUNDERS SECURITIES, LLC	0001320303	008-66859	000134742
0001674421-16-000010	1		The Form C has been amended to update certain information, including the extension of the offering deadline and the lowering of the minimum investment amount, as set forth in further detail on the cover page of the Form C.	Bloomery Investment Holdings, LLC	Limited Liability Company		WV	2014-09-22	16357 CHARLES TOWN ROAD		CHARLES TOWN	WV	25414	www.bloomerysweetshine.com	StartEngine Capital LLC	0001665160	007-00007	282945
0001674421-16-000008	0		The Form C has been amended to update certain information, including the extension of the offering deadline and the lowering of the minimum investment amount, as set forth in further detail on the cover page of the Form C.	Bloomery Investment Holdings, LLC	Limited Liability Company		WV	2014-09-22	16357 CHARLES TOWN ROAD		CHARLES TOWN	WV	25414	www.bloomerysweetshine.com	StartEngine Capital LLC	0001665160	007-00007	282945
0001670254-16-000058	0			Proof of Concept, LLC	Limited Liability Company		NY	2011-04-22	67 35th St.	C405	Brooklyn	NY	11232	http://barrowsintense.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001674180-16-000006	0		To update certain images and add an example of how revenue share works on the offering page.	Native Hostel Austin LLC	Limited Liability Company		TX	2016-03-31	807 E. 4TH STREET		AUSTIN	TX	78702	nativehostels.com	NextSeed US LLC	0001667892	007-00023	283225
0001665160-16-000078	0		This amendment modifies the closing date from 8/15/16 to 11/15/16 and reduces the minimum funding goal from $300,000 to $200,000. This offering has not yet been made live on StartEngine.	Pipeline Sports Network, Inc.	Corporation		DE	2013-08-07	5141 CALIFORNIA AVE	SUITE 200	IRVINE	CA	92697	www.pipelinevr.com	StartEngine Capital LLC	0001665160	007-00007	
0001670254-16-000056	1		Including CPA reviewed financials and increasing maximum offering amount to $1,000,000.	Hops and Grain Production, LLC	Limited Liability Company		TX	2016-05-03	507 Calles St.	Suite 101	Austin	TX	78702	http://www.hopsandgrain.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001675554-16-000003	0		To clarify a statement on the offering page.	Vigilante Gaming Bar, LLC	Limited Liability Company		TX	2015-07-14	4102 AVENUE H #A		AUSTIN	TX	78751	http://vigilantebar.com/	NextSeed US LLC	0001667892	007-00023	283225
0001625242-16-000081	1		Updated offering memorandum to include current information on company plans. Added Manager as signatory.	Bomboard LLC	Limited Liability Company		DE	2006-02-06	884 S. Janesville Street	SUITE E	Whitewater	WI	53190	www.bomboard.com	Venture.co Brokerage Services LLC	0001625242	008-69560	173924
0001675554-16-000001	0			Vigilante Gaming Bar, LLC	Limited Liability Company		TX	2015-07-14	4102 AVENUE H #A		AUSTIN	TX	78751	http://vigilantebar.com/	NextSeed US LLC	0001667892	007-00023	283225
0001670254-16-000055	0			Hops and Grain Production, LLC	Limited Liability Company		TX	2016-05-03	507 Calles St.	Suite 101	Austin	TX	78702	http://www.hopsandgrain.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001674180-16-000005	0		To update certain images on the offering page.	Native Hostel Austin LLC	Limited Liability Company		TX	2016-03-31	807 E. 4TH STREET		AUSTIN	TX	78702	nativehostels.com	NextSeed US LLC	0001667892	007-00023	283225
0001665160-16-000073	0			Pipeline Sports Network, Inc.	Corporation		DE	2013-08-07	5141 California Ave	Suite 200	Irvine	CA	92697	www.pipelinevr.com	StartEngine Capital LLC	0001665160	007-00007	
0001644600-16-000148	0		EDGAR error when selecting jurisdictions and correction to formatting error on exhibit.	Stratifund, Inc.	Corporation		DE	2016-02-10	420 NORTH 5TH STREET, SUITE 500		MINNEAPOLIS	MN	55401	www.stratifund.com	SI Portal, LLC	0001669328	007-00029	283382
0001644600-16-000146	0			Stratifund, Inc.	Corporation		DE	2016-02-10	420 NORTH 5TH STREET, SUITE 500		MINNEAPOLIS	MN	55401	www.stratifund.com	SI Portal, LLC	0001669328	007-00029	283382
0001670254-16-000054	1		Include updated SAFE contract where major investor threshold is $10K instead of $25K.	TAXA Biotechnologies Inc	Corporation		DE	2012-03-08	665 3rd Street	Ste 230	San Francisco	CA	94107	http://www.taxa.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-16-000053	1		Lowered target offering amount to $200K, include revenue share for the first $200K, and updated business plan.	TAXA Biotechnologies Inc	Corporation		DE	2012-03-08	665 3rd Street	Ste 230	San Francisco	CA	94107	http://www.taxa.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001674180-16-000004	0		To update certain images and add bonus rewards on the offering page.	Native Hostel Austin LLC	Limited Liability Company		TX	2016-03-31	807 E. 4TH STREET		AUSTIN	TX	78702	nativehostels.com	NextSeed US LLC	0001667892	007-00023	283225
