ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001665160-16-000183	0			ITFT, Inc.	Corporation		NC	2013-06-05	18400 Dembridge Drive		Davidson	NC	28036	http://itftsolutions.com/	ITFT, Inc.	0001665160	007-00007	
0001693084-16-000001	0			UpCurrent, Inc.	Corporation		DE	2016-01-15	660 4TH ST. #475		SAN FRANCISCO	CA	94107	www.upcurrent.co	DreamFunded MarketPlace, LLC	0001670761	007-00037	6639970
0001665160-16-000180	0			Gotham Ballers, Inc.	Corporation		NY	2016-02-26	225 West 34th Street 9th floor		New York	NY	10122	www.gothamballers.com	Gotham Ballers, Inc.	0001665160	007-00007	
0001685751-16-000001	0	$171,200 is our best estimate for the total amount of securities that will be sold.		WOLFPRINT 3D INC	Corporation		DE	2016-08-18	160 GREENTREE DRIVE, ESTONIA SUITE 101		DOVER	DE	19904	www.Wolfprint3d.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001684321-16-000003	1		Extend Offering Deadline to 03/31/2017 and amend use of proceeds	Italian Cafe, LLC	Limited Liability Company		IL	2014-07-14	21020 N. RAND RD., STE. C-4		LAKE ZURICH	IL	60047	www.goitaliancafe.com	crowdsourcefunded.com	0001667727	007-00027	
0001684321-16-000001	0			Italian Cafe, LLC	Limited Liability Company		IL	2014-07-14	21020 N. RAND RD., STE. C-4		LAKE ZURICH	IL	60047	www.goitaliancafe.com	crowdsourcefunded.com	0001667727	007-00027	
0001692818-16-000003	0			Safety First Arms, Inc.	Corporation		DE	2016-12-05	4629 CASS STREET		SAN DIEGO	CA	92109	www.safetyfirstarms.com	DreamFunded MarketPlace, LLC	0001670761	007-00037	6639970
0001669191-16-000083	0	End of offering		Kindred Brands Inc.	Corporation		DE	2015-10-15	425 WASHINGTON ST	Suite 5	Brighton	MA	02135	troupejewelry.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001213900-16-019667	0			Snapwire Media, Inc.	Corporation		DE	2012-08-03	3905 STATE STREET, SUITE 7-510		SANTA BARBARA	CA	93105	www.snapwi.re	Wefunder Portal LLC	0001670254	007-00033	283503
0001690794-16-000001	0			StressPal, Inc.	Corporation		DE	2015-04-22	2100 WEBSTER STREET SUITE 119		SAN FRANCISCO	CA	94115	www.stresspal.com	DreamFunded MarketPlace, LLC	0001670761	007-00037	6639970
0001611945-16-000005	0		Include webinar transcript	Art Craft Entertainment, Inc.	Corporation		DE	2013-05-20	815 A BRAZOS ST #313		AUSTIN	TX	78701	www.crowfall.com	First Democracy VC	0001683054	007-00076	285360
0001670254-16-000236	0			Ridgemont Outfitters, Inc.	Corporation		CA	2013-11-05	2525 Cherry Avenue	Suite 375	Signal Hill	CA	90755	http://ridgemontoutfitters.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001680041-16-000004	0	The issuer has raised a total of $108,046 during the offering period.		Maternova, Inc.	Corporation		RI	2009-05-06	460 HARRIS AVENUE, SUITE 201		PROVIDENCE	RI	09209	maternova.net	OpenDeal Inc.	0001672732	007-00046	283874
0001670254-16-000235	0		Move deadline forward to Dec 29, include video transcript and updated business plan.	VoiceVoice, Inc. dba MaestroConference	Corporation		CA	2007-03-20	1025 3rd Street		Oakland	CA	94607	http://www.maestroconference.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001682697-16-000005	0			Alive Global Water, Inc.														
0001679373-16-000008	0	The issuer has raised a total of $137,946 during the offering period.		Farm From a Box Inc.	Corporation		CA	2012-02-06	101 THE EMBARCADERO #214		SAN FRANCISCO	CA	94105	http://www.farmfromabox.com/	OpenDeal Inc.	0001672732	007-00046	283874
