ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001665160-18-001013	0			Duby, LLC	Limited Liability Company		CO	2014-09-02	1155 N. Sherman Street	Suite 304	Denver	CO	80203	www.getduby.com	StartEngine Capital, LLC	0001665160	007-00007	
0001750513-18-000002	0		Document upload error correction: disclosure statement missing pages updated	Oz. House LLC	Limited Liability Company		TX	2018-07-02	11203 RANCH ROAD 2222 APT. 2502		AUSTIN	TX	78730	www.oztaphouse.com	NextSeed US LLC	0001667892	007-00023	283225
0001665160-18-001008	1		Issuer is extending the length of their campaign by 60 days.	Cyrus The Great Production Company, Inc	Corporation		NV	2017-08-31	21515 HAWTHORN BLVD., #204		TORRANCE	CA	90503	www.cyrusthemovie.com	StartEngine Capital, LLC	0001665160	007-00007	
0001644600-18-000033	0			GeoOrbital Inc.	Corporation		DE	2014-08-07	17 PROPERZI WAY		SOMERVILLE	MA	02413	www.geoo.com				
0001740883-18-000001	0			Big Belly Brewing LLC	Limited Liability Company		OH	2015-02-09	1721 LANI DRIVE		EATON	OH	45320	https://www.lostrailroadbrewhaus.com/	Thrivera Ventures Fund I, LLC	0001707360	007-00116	
0001670254-18-000462	0			Mars Colony, LLC DBA Meridian Hive	Limited Liability Company		TX	2016-06-16	8120 Exchange Dr Ste 400		Austin	TX	78754	http://www.meridianhive.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-18-000464	0			Circle Medical Technologies, Inc.	Corporation		DE	2015-04-01	333 1st Street		San Francisco	CA	94105	http://www.circlemedical.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001737477-18-000006	0		Extend end date to 30 November 2018.	WorkDone Inc.	Corporation		DE	2017-12-20	8306 WILSHIRE BLVD. #752		BEVERLY HILLS	CA	90211	workdone.ai	truCrowd, Inc	0001667145	007-00015	283063
0001665160-18-000999	0			Rhode Islands Dressings, LLC	Limited Liability Company		RI	2012-02-13	PO Box 539		Narragansett	RI	02882	www.riorganics.com	StartEngine Capital, LLC	0001665160	007-00007	
0001722197-18-000007	0		Extend the closing date of the offering to January 31, 2019	INDECO UNION	Corporation		DE	2017-11-03	11911 FREEDOM DRIVE	8TH FLOOR	RESTON	VA	20190	https://ind.eco/	truCrowd, Inc	0001667145	007-00015	283063
0001749548-18-000003	0		Adding the following: general legends, additional information on cancellation, pitch deck, certificate of incorporation, crowdfunding campaign page video transcript, and crowdfunding campaign page text.	Geek Girl Tech, PBC	Corporation		DE	2018-02-08	2601 BLANDING AVE	#C182	ALAMEDA	CA	94501	https://geekgirltech.com	MiTec, PBC	0001690300	007-00133	
0001665160-18-000996	0			Timeburst, LLC	Limited Liability Company		TX	2018-08-06	213 W. Exp. 83	Suite D	Pharr	TX	78577	www.timeburst.com	StartEngine Capital, LLC	0001665160	007-00007	
0001726542-18-000004	0			Avoke Inc														
0001670254-18-000461	0		Changed deadline date; Lowered maximum offering amount; Include pitch deck	Famterra, Inc	Corporation		DE	2015-09-28	2 N 1st St		San Jose	CA	95113	https://www.calroo.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001754202-18-000001	0			STONED IMMACULATE VINTAGE, INC	Corporation		CA	2015-06-26	137 N. LARCHMONT BLVD. #227		LOS ANGELES	CA	90004	https://stonedimmaculateclothing.com/	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001213900-18-013018	0			Dialogue Key, Inc.	Corporation		WY	2017-08-22	9663 Santa Monica Blvd	Suite 688	Beverly Hills	CA	90210	http://dialoguekey.com/	Crowd Ignition	0001694400	007-00106	
0001742335-18-000003	0	Apex Sports closed their fundraising at $23,850, which equates to 23,850 Future Equity units to be issued to investors.		Apex Sports LLC	Limited Liability Company		OH	2017-03-08	1670 EAGLE GLEN DRIVE		BLACKLICK	OH	43004	www.apexsports.io	Thrivera Ventures Fund I, LLC	0001707360	007-00116	
0001670254-18-000460	1		Remove Judd Hollas from Board and Officers; Add Lance Huntley as an officer; change close date to 10/5	Newchip Inc.	Corporation		DE	2016-06-15	2015 IH 35 South Ste 115		Austin	TX	78741	http://www.newchip.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001753229-18-000001	0			OH SO POLISH, INC	Corporation		VA	2017-04-25	9209 MIDLOTHIAN TNPK		NORTH CHESTER	VA	23235	https://www.ospbeautylounge.com	Buy The Block	0001693877	007-00098	
0001665160-18-000992	0			World Cycling League, LLC	Limited Liability Company		DE	2015-02-25	PO Box 125		Phoenixville	PA	19460	https://worldcyclingleague.com	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-18-000458	0			Atlas Unlimited, Inc	Corporation		DE	2016-06-24	77 Van Ness Avenue		San Francisco	CA	94102	http://www.atlasgo.org	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-18-000988	0			The Module Project, Inc.	Corporation		DE	2016-12-16	19e Blake Street,Auckland,New Zealand		Newark	DE	19702	www.themoduleproject.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-18-000983	0			Leap With Alice LLC	Limited Liability Company		FL	2018-02-26	12703 Research Pkwy suit 100		Orlando	FL	32826	https://leapwithalice.io	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-18-000980	0			335 Inc. DBA Soli	Corporation		DE	2014-12-01	125 Mt Auburn Street, Suite 1649		Cambridge	MA	02238-1649	Solipoints.com	StartEngine Capital, LLC	0001665160	007-00007	
0001743861-18-000001	0			10XTS INC	Corporation		DE	2017-08-31	437 PEAR STREET		EATON	OH	45320	https:10xts.com	Thrivera Ventures Fund I, LLC	0001707360	007-00116	
0001665160-18-000978	0			MPW Associates, LLC	Limited Liability Company		KY	2017-11-01	553 Bleemel Lane		Mount Washington	KY	40047	www.magnusrewards.com	StartEngine Capital, LLC	0001665160	007-00007	
0001669191-18-000426	0			Involved, Inc.	Corporation		DE	2017-02-25	72 Gardner St	Apt. F1	Allston	MA	02134	involved.mobi	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001665160-18-000975	1		Issuer is extending the length of their campaign by 60 days.	Rhino Hide LLC	Limited Liability Company		ID	2018-06-13	273 BIRCH BANKS		SAGLE	ID	83860	www.rhino-hide.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-18-000974	0	At the close of the offering, the issuer closed on $12,000, and 0 number of securities.		Security Biometrics Corp	Corporation		DE	2017-04-19	8 FANEUIL HALL NORTH MARKETPLACE	3RD FLOOR	BOSTON	MA	02109	www.biometricwallet.net	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-18-000973	0	At the close of the offering, the issuer closed on $10,624.8, and 26,612 number of securities.		Dablr, Inc	Corporation		IL	2017-12-25	273 BELLE VUE LANE		SUGAR GROVE	IL	60554	https://www.dablrapp.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-18-000972	0	At the close of the offering, the issuer closed on $15,500, and 3,170 number of securities.		SupPorter, Inc.	Corporation		GA	2015-12-15	3423 PIEDMONT RD NE		ATLANTA	GA	30305	http://supporterinc.io/	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-18-000970	0			Full Partner, LLC	Limited Liability Company		IA	2001-07-10	4845 Pearl East Circle	Suite 101	Boulder	CO	80027	www.FullPartner.com	StartEngine Capital, LLC	0001665160	007-00007	
0001753336-18-000001	0			Eagle Protect, PBC	Corporation		DE	2015-05-11	3079 HARRISON AVENUE	SUITE #21	SOUTH LAKE TAHOE	CA	96150	https://eagleprotect.com	MiTec, PBC	0001690300	007-00133	
0001670254-18-000454	0			WinSanTor, Inc.	Corporation		DE	2011-12-28	7220 Trade St.  #370		San Diego	CA	92121	http://www.winsantor.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-18-000456	0			Just Add Cooking Inc.	Corporation		DE	2015-01-27	535 Albany Street		Boston	MA	02118	http://www.justaddcooking.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001751635-18-000005	1		This Form C-A is filed to specify that the previous Form C-A filed on Friday September 21, 2018 was material in nature.	Neopenda, PBC	Corporation		DE	2018-07-11	P.O. BOX 409227		CHICAGO	IL	60640	www.neopenda.com/	OpenDeal Inc.	0001672732	007-00046	283874
0001670254-18-000452	0			Armadio, Inc.	Corporation		DE	2013-11-26	3500 South DuPont Highway		Dover	DE	19901	http://armadio.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001751635-18-000004	0		The Offering is amended to include reviewed GAAP financials, the maximum offering amount is amended to $1,070,000, the new Offering deadline January 18, 2019. The date of formation has been correctly amended to the date of incorporation for the PCB.	Neopenda, PBC	Corporation		DE	2018-07-11	P.O. BOX 409227		CHICAGO	IL	60640	www.neopenda.com/	OpenDeal Inc.	0001672732	007-00046	283874
0001746343-18-000005	0	Issuer raised $107,000.		Sing 1, LLC	Limited Liability Company		TX	2017-07-28	362 PINEY POINT ROAD		HOUSTON	TX	77024	https://www.cravesing.com	NextSeed US LLC	0001667892	007-00023	283225
0001670254-18-000450	0			Monarch Media LLC	Limited Liability Company		NV	2012-06-29	2401 W Charleston Blvd		Las vegas	NV	89102	http://Cocotaps.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001745727-18-000005	0			FOCUSMATE INC	Corporation		DE	2016-06-28	181 E. 119TH ST. APT 8J		NEW YORK	NY	10035	https://www.focusmate.com/	OpenDeal Inc.	0001672732	007-00046	283874
0001750319-18-000001	0			Smilelove LLC	Limited Liability Company		UT	2017-05-10	2160 E 4500 S	#4	HOLLADAY	UT	84117	https://smilelove.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001751443-18-000003	0		Update language to reflect change in min amount accepted as investment. It decreased from $500 to $300	Transatlantic Real Estate LLC	Limited Liability Company		CA	2018-08-12	18530 MACK AVE STE 336		GROSSE POINTE FARMS	MI	48236	www.transatlanticfarms.com	truCrowd, Inc	0001667145	007-00015	
0001745986-18-000001	0			Airto, Inc.	Corporation		NY	2012-03-26	54 BOERUM STREET	SUITE 4D	BROOKLYN	NY	11206	https://www.seatassignmate.com	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001670254-18-000448	0			World Tree COP USA, LLC	Limited Liability Company		NV	2015-06-03	550 West Baseline Road, Suite 102-199		Mesa	AZ	85210	http://www.worldtreecop.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-18-000967	0			xCraft Enterprises, Inc.	Corporation		DE	2017-02-28	418 E Lakeside Ave	Suite 08	Coeur d Alene	ID	83814	www.xcraft.io	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-18-000446	0			VirZOOM, Inc.	Corporation		DE	2015-02-02	Cambridge		Massachusetts	MA	02138	http://www.virzoom.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-18-000964	0			MeetMeNow LLC	Limited Liability Company		NJ	2018-06-08	29 Village Green A		Budd Lake	NJ	07828	https://www.facebook.com/frank.azzolino.3	StartEngine Capital, LLC	0001665160	007-00007	
0001669191-18-000423	0			Braidy Industries, Inc.	Corporation		DE	2016-08-26	Corporation Trust Center	1209 Orange Street	Wilmington	DE	19801	https://www.braidyindustries.com/	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001665160-18-000953	0			Sentigraph Inc	Corporation		DE	2018-01-09	1622 Park St		Rahway	NJ	07065	https://www.sentigraph.io	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-18-000957	0			Gab AI Inc	Corporation		DE	2016-09-09	700  N State St		Clarks Summit	PA	18411	https://gab.ai/	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-18-000950	1		The issuer is extending their offering by 60 days.	StorEn Technologies Inc.	Corporation		DE	2017-01-03	25 HEALTH SCIENCES DRIVE		STONY BROOK	NY	11790	www.storen.tech	StartEngine Capital, LLC	0001665160	007-00007	
