ACCESSION_NUMBER	ISAMENDMENT	PROGRESSUPDATE	NATUREOFAMENDMENT	NAMEOFISSUER	LEGALSTATUSFORM	LEGALSTATUSOTHERDESC	JURISDICTIONORGANIZATION	DATEINCORPORATION	STREET1	STREET2	CITY	STATEORCOUNTRY	ZIPCODE	ISSUERWEBSITE	COMPANYNAME	COMMISSIONCIK	COMMISSIONFILENUMBER	CRDNUMBER
0001665160-20-001645	0			OHDF Franchise, Inc.	Corporation		DE	2019-03-28	691 John Wesley Dobbs Ave NE, Ste.V-135		Atlanta	GA	30312	https://www.theoriginalhotdogfactory.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001823182-20-000005	1		Extending the Offering Date to March 1, 2021	Ei.Ventures, Inc.	Corporation		DE	2019-05-03	1215 S. Kihei Rd, #424		Kihei	HI	96753	ei.ventures	fundme.com	0001683485	007-00078	001683485
0001665160-20-001637	0			SAEBO, Inc.	Corporation		NC	2004-06-29	2459 Wilkinson Blvd. Ste 120-B		Charlotte	NC	28208	https://www.saebo.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-001634	0	At the close of their offering, the issuer closed on $1,066,180 and 110954 shares of common stock.		El Tinieblo International, Inc.	Corporation		DE	2018-09-24	1 WILDWOOD ROAD		LACONIA	NH	03246	www.eltinieblo.com	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-20-001203	1		Added reviewed financial statements, updated cap table, updated past raises, and added lead investor.	Vyrill Inc.	Corporation		DE	2015-06-29	185 Castro Street		San Francisco	CA	94114	https://www.vyrill.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001820003-20-000010	1		Extend offering to May 31, 2021.	Airo Capital Management, Inc.	Corporation		MD	2018-08-29	1801 Gold Mine RD		Brookeville	MD	20833	https://www.airocapitalmanagement.com/	www.fundme.com	0001683485	007-00078	2344863
0001666102-20-000035	0		This amendment is to correct a typo in Q25. The amount sold is for Class D Membership Units should be $32,400.	SKYWIDE REAL ESTATE INTERNATIONAL LLC	Limited Liability Company		PA	2020-06-24	1939 MIFFLIN ST		PHILADELPHIA	PA	19145	https://www.skywideinternational.com/	Mr. Crowd	0001666102	007-00042	284278
0001665160-20-001625	1		Issuer is extending the length of their campaign by 30 days.	MojiLala, Inc.	Corporation		DE	2016-08-23	10548 RAMPART AVE.	STE 5021	CUPERTINO	CA	95014	https://leoapp.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-001624	0	At the close of their offering, the issuer closed on $80,582.34 and 6,928 in shares of common stock.		Vegan Fine Foods LLC	Limited Liability Company		FL	2017-07-14	330 SW 2ND STREET		FORT LAUDERDALE	FL	33312	http://www.veganfinefoods.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001669191-20-000900	0		issuer extended the offering period.	WWF Holdings, Inc.	Corporation		DE	2018-04-03	1942 West Grand River Avenue	Suite 32	Detroit	MI	48226	waterworksfund.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-20-000898	0		the issuer made minor changes to the offering page.	ReelwUrld, Inc	Corporation		DE	2017-09-07	405 N. Cordova Street		Burbank	CA	91505	reelwUrld.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-20-000896	0		issuer made changes to pitch deck, short pitch, and team	Ontacad, Inc.	Corporation		DE	2020-06-22	584 Castro Street #3022		San Francisco	CA	94114	www.ontacad.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001746059-20-000458	0			Southern Hideout, LLC	Limited Liability Company		TX	2020-08-17	3518 IRONWOOD FLS		SAN ANTONIO	TX	78261	https://www.yelp.com/biz/southern-hideout-restaurant-and-grill-san-antonio-2	MainVest, Inc.	0001746059	007-00162	
0001666102-20-000034	0			SKYWIDE REAL ESTATE INTERNATIONAL LLC	Limited Liability Company		PA	2020-06-24	1939 MIFFLIN ST		PHILADELPHIA	PA	19145	https://www.skywideinternational.com/	Mr. Crowd	0001666102	007-00042	284278
0001665160-20-001623	0		Updates to campaign page	Real McCoy Tea Company	Corporation		DE	2011-09-13	210 E Chestnut Street		Bellingham	WA	98225	www.kombuchatown.com	StartEngine Capital, LLC	0001665160	007-00007	
0001784242-20-000001	0			Humphry Slocombe Group, LLC	Limited Liability Company		CA	2014-01-21	2790 A HARRISON STREET		SAN FRANCISCO	CA	94110	https://www.humphryslocombe.com/	SMBX, Inc.	0001707214	007-00129	290186
0001780039-20-000003	0			Camppedia Inc.	Corporation		DE	2018-10-08	1301 FANNIN ST	SUITE 2440	HOUSTON	TX	77002	www.camppedia.com				
0001746059-20-000457	0			Katies Kitchen Too, LLC	Limited Liability Company		MA	2020-12-04	18 BARTLETT ROAD		WINTHROP	MA	02152	https://www.katieskitchenprep.com/	MainVest, Inc.	0001746059	007-00162	
0001837115-20-000001	0			Realtyna Inc.	Corporation		DE	2011-04-08	200 CONTINENTAL DRIVE	SUITE 401	NEWARK	DE	19713	https://realtyna.com	OpenDeal Portal LLC	0001751525	007-00167	283874
0001669191-20-000893	0			ReelwUrld, Inc	Corporation		DE	2017-09-07	405 N. Cordova Street		Burbank	CA	91505	reelwUrld.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001665160-20-001618	0		Issuer added a perk	Hundy, Inc.	Corporation		DE	2016-08-26	45 SW 9th Street, Suite 2810		Miami	FL	33130	https://www.hundy.com	StartEngine Capital, LLC	0001665160	007-00007	
0001823182-20-000004	1		Extending the offering to March 1, 2021, and making other changes.	Ei.Ventures, Inc.	Corporation		DE	2019-05-03	1215 S. Kihei Rd, #424		Kihei	HI	96753	ei.ventures	fundme.com	0001683485	007-00078	001683485
0001654300-20-000007	0			ChoiceTrade Holdings, Inc.	Corporation		PR	2014-10-23	151 SAN FRANCISCO STREET	SUITE 200	SAN JUAN	PR	00901	www.choicetrade.com				
0001821982-20-000006	0		Updating scrivener's error on offering closing date. It has been publicly displayed as intended on the portal as 12/31/20 since the offering launch.	CHAPEL Real Estate LLC	Limited Liability Company		SC	2019-10-31	1505 BUNCOMBE RD		GREENVILLE	SC	29609	www.chapelgvl.com	Vicinity, LLC	0001798542	007-00223	307772
0001665160-20-001615	1		Issuer is extending the length of their campaign by 30 days.	Clear Genius Inc.	Corporation		DE	2014-04-29	103 KOCH RD.	#31309	CORTE MADERA	CA	94925	clear-genius.com	StartEngine Capital, LLC	0001665160	007-00007	
0001669191-20-000890	0		issuer made changes to the market and solution sections of the offering page.	MYXR Inc	Corporation		DE	2017-08-31	2269 Chestnut Street	#313	San Francisco	CA	94123	www.myxr.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001665160-20-001614	0		Issuer updated campaign page graphics	A7FL Inc	Corporation		FL	2014-05-28	9631 Stones River Park Way		Boca Raton	FL	33428	https://www.a7fl.com	StartEngine Capital, LLC	0001665160	007-00007	
0001669191-20-000888	0		issuer extended the offering date.	Monetran, LLC	Limited Liability Company		DE	2018-03-26	501 Pershing Ct.		Hockessin	DE	19707	www.monetran.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001706020-20-000007	0			Quad Marine Inc.	Corporation		DE	2017-04-10	P.O. BOX 1434		EL SEGUNDO	CA	90245	www.QuadMarine.com				
0001669191-20-000886	0		issuer extended the offering date.	Laegacy Inc.	Corporation		IN	2020-03-04	711 Meridian St.		West Lafayette	IN	47906	aeoncharge.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001746059-20-000456	1		Issuer is extending the deadline to make an investment. Issuer is also amending the target offering amount. Lastly, Issuer is amending the terms of the note agreement accordingly.	Dumbdumb Food Truck LLC	Limited Liability Company		NY	2020-05-01	102 E 116TH ST		NEW YORK	NY	10029	www.dumbdumbfoodtruck.com	MainVest, Inc.	0001746059	007-00162	
0001706020-20-000006	0			Quad Marine Inc.	Corporation		DE	2017-04-10	P.O. BOX 1434		EL SEGUNDO	CA	90245	www.quadmarine.com				
0001831621-20-000001	0			MIME, INC.	Corporation		DE	2016-05-17	915 BROADWAY STREET	SUITE 112	VANCOUVER	WA	98660	https://www.getmime.com/	SI SECURITIES, LLC	0001603038	008-69440	000170937
0001669191-20-000884	0			Ontacad, Inc.	Corporation		DE	2020-06-22	584 Castro Street #3022		San Francisco	CA	94114	www.ontacad.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001665160-20-001611	0			NuEyes Technologies, Inc.	Corporation		CA	2016-01-01	120 Newport Center Drive #232		Newport Beach	CA	92660	https://www.nueyes.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001581437-20-000006	0			DIGITAL DREAM LABS, INC	Corporation		DE	2020-11-05	100 SOUTH COMMONS	SUITE 102	PITTSBURGH	PA	15212	https://www.digitaldreamlabs.com/	Honeycomb Portal LLC	0001705726	007-00119	289015
0001670254-20-001201	0			Lyfmap, Inc.	Corporation		DE	2015-09-28	1446 Albany Ave		St Paul	MN	55108	https://www.lyfmap.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001665160-20-001608	0			Hundy, Inc.	Corporation		DE	2016-08-26	45 SW 9th Street, Suite 2810		Miami	FL	33130	https://www.hundy.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-001605	0			Parvus Capital Corporation	Corporation		TX	2019-04-16	5000 Eldorado Pkwy, Suite 150-440		Frisco	TX	75033	https://terrabiotics.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001670254-20-001197	0			Get Clean Online, LLC	Limited Liability Company		KY	2017-02-24	900 S. Fifth St., Unit 308		Louisville	KY	40203	http://www.stayclean.com	Wefunder Portal LLC	0001670254	007-00033	283503
0001670254-20-001199	0			Roombus, Inc	Corporation		DE	2019-06-07	1204 Perlita		Irvine	CA	92618	https://www.roombus.com/	Wefunder Portal LLC	0001670254	007-00033	283503
0001826440-20-000004	0		extending offering deadline	UV One Hygienics Inc.	Corporation		WY	2020-08-05	1309 COFFEEN AVENUE, STE 1200		SHERIDAN	WY	82801	uvonetech.com	truCrowd, Inc	0001667145	007-00015	283063
0001746059-20-000454	0			Gentile Brewing Company, LLC	Limited Liability Company		MA	2015-03-04	59 PARK ST UNIT 1		BEVERLY	MA	01915	https://gentilebrewing.com/about/	MainVest, Inc.	0001746059	007-00162	
0001817438-20-000006	0			digieBot Technologies, Inc.	Corporation		DE	2020-10-19	11175 E WESTERN SUNSET DR		DEWEY	AZ	86327	digieBot.com	truCrowd, Inc	0001667145	007-00015	283063
0001817438-20-000005	0		Extending offering deadline	Hemp Real Estate Investments, Inc.	Corporation		GA	2019-08-31	400 WEST PEACHTREE STREET NW		ATLANTA	GA	30308	hemprealestateinvestmentsinc.com	truCrowd, Inc	0001667145	007-00015	283063
0001817438-20-000004	0		Extending offering deadline	Cyber Consumer Club Corp	Corporation		DE	2018-08-08	2220 SHAW CIRCLE		LAS VEGAS	NV	89117	4cs.io	truCrowd, Inc	0001667145	007-00015	283063
0001665160-20-001601	0	At the close of the offering, the issuer closed on $1,034,220.00 and 36,310 number of securities.		Flower Turbines, Inc.	Corporation		DE	2013-09-25	240 CENTRAL AVE., # 1J	1J	LAWRENCE	NY	11559	http://www.flowerturbines.com	StartEngine Capital, LLC	0001665160	007-00007	
0001799231-20-000003	0		Extending offering deadline	HAZN, Inc	Corporation		NV	2019-11-19	2510 DELEON DRIVE		DELAND	FL	32724	hempazon.com	truCrowd, Inc	0001667145	007-00015	283063
0001665160-20-001600	1		Issuer is extending the length of their campaign.	Boku International Inc	Corporation		DE	2014-09-29	987 WEST OJAI AVENUE	987 WEST OJAI AVE.	OJAI	CA	93023	www.bokusuperfood.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-001599	1		Issuer extended its campaign.	Rumble Motors, Inc.	Corporation		CA	2019-07-02	4563 MAPLE CREST ST		SACRAMENTO	CA	95834	www.rumblemotors.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-001598	1		Issuer is extending the length of their campaign.	Hitch Hotel Inc.	Corporation		DE	2015-04-21	24852 AVENUE ROCKEFELLER		SANTA CLARITA	CA	91355	www.hitchhotel.com	StartEngine Capital, LLC	0001665160	007-00007	
0001775794-20-000004	0		Extending offering deadline	RAIDAQ LLC	Limited Liability Company		WY	2018-08-05	6576 NC 96 HIGHWAY WEST		YOUNGSVILLE	NC	27596	raidatech.com	truCrowd, Inc	0001667145	007-00015	283063
0001746059-20-000453	0			Perlage Sparkling Wine Club, Inc.	Corporation		MA	2020-06-11	270 BABCOCK ST APT 11J		BOSTON	MA	02215	https://www.perlagesparklingwineclub.com/	MainVest, Inc.	0001746059	007-00162	
0001743601-20-000003	0		Extend expiration date of the offering	Building Economic Advancement Network Corp	Corporation		LA	2018-05-29	101 OAK PARK CT.		BELLE CHASSE	LA	70037	www.iambean.us	truCrowd, Inc	0001667145	007-00015	283063
0001837254-20-000002	0			HT Naturals Inc.	Corporation		DE	2020-11-19	8605 Santa Monica Blvd		West Hollywood	CA	90069	http://www.hemptownusa.com	Title3Funds	0001685995	007-00083	286035
0001665160-20-001597	0	At the close of the offering, the issuer closed on $1,069,948.00 and 1,099,611 number of securities.		Saucy Brew Works LLC	Limited Liability Company		OH	2015-06-15	2885 DETROIT AVE.		CLEVELAND	OH	44113	www.saucybrewworks.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-001596	1		Issuer extended its campaign	Ryca Motors, Inc.	Corporation		CA	2020-07-08	8044 SORENSEN AVE		SANTA FE SPRINGS	CA	90670	rycamotors.com	StartEngine Capital, LLC	0001665160	007-00007	
0001665160-20-001595	0			Wireless electrical Grid LAN, WiGL, Inc.	Corporation		VA	2020-02-26	1919 Commerce Dr suite 120		Hampton	VA	23666	https://www.Wi-GL.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001817438-20-000003	0		Extending the offering deadline	Raindrop Texting Solutions, Inc	Corporation		UT	2017-06-07	10742 N SHINNECOCK		CEDAR HILLS	UT	84062	raindroptext.com	truCrowd, Inc	0001667145	007-00015	283063
0001665160-20-001592	0			Psychics1on1, Inc.	Corporation		FL	2020-06-30	4700 Millenia Blvd Suite 400		Orlando	FL	32839	psychics1on1.com	StartEngine Capital, LLC	0001665160	007-00007	
0001702607-20-000004	0		Extending offering deadline	Streaming Television Inc	Corporation		GA	2016-06-08	730 PEACHTREE STREET NE	#570	ATLANTA	GA	30308	www.citystv.com	truCrowd, Inc	0001667145	007-00015	283063
0001805526-20-000006	0	The Offering closed successfully on December 28, 2020, having received investment commitments of $827,927, although a final accounting has not taken place.		Janover Ventures LLC	Limited Liability Company		FL	2018-11-28	7601 NORTH FEDERAL HIGHWAY	SUITE B-140	BOCA RATON	FL	33487	https://janover.ventures	OpenDeal Portal LLC	0001751525	007-00167	283874
0001669191-20-000880	0		issuer extended the offering date.	Jinglz, Inc.	Corporation		FL	2017-03-09	10802 LAKE WYNDS CT		BOYNTON BEACH	FL	33437	https://jinglzinc.com/	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001665160-20-001586	1		Issuer is extending the length of their campaign by 60 days.	Zeehaus Inc.	Corporation		DE	2016-12-28	1390 MARKET ST SUITE 200		SAN FRANCISCO	CA	94102	https://zeehaus.com/	StartEngine Capital, LLC	0001665160	007-00007	
0001683168-20-004450	0			24/7 Labs Corp	Corporation		NV	2006-08-04	6107 MEMORIAL HWY, SUITE F		TAMPA	FL	33615	www.24-7labs.com				
0001683168-20-004449	0			PulseWave Energy, Inc.	Corporation		WY	2019-04-11	30 N. GOULD STREET	SUITE R	SHERIDAN	WY	82801	www.pulsewaveenergy.com				
0001669191-20-000876	0		issuer extended the offering date.	Dj Holdings, LLC	Limited Liability Company		MA	2017-10-13	23 Central Square		Bridgewater	MA	02324	www.justpourcoffee.com	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
0001669191-20-000874	0		issuer extended the offering date.	Backers Inc.	Corporation		WY	2018-03-26	4627 W Teco Ave	STE 205	Las Vegas	NV	89139	www.backers.solutions	NetCapital Funding Portal Inc.	0001669191	007-00035	283596
